f1,f2,f3,animal,color
0.1,0.0,-10.0,0.0,0.0
0.1,0.0,-10.0,0.0,1.0
0.1,0.0,-10.0,0.0,2.0
0.1,0.0,-10.0,1.0,0.0
0.1,0.0,-10.0,1.0,1.0
0.1,0.0,-10.0,1.0,2.0
0.1,0.0,-5.0,0.0,0.0
0.1,0.0,-5.0,0.0,1.0
0.1,0.0,-5.0,0.0,2.0
0.1,0.0,-5.0,1.0,0.0
0.1,0.0,-5.0,1.0,1.0
0.1,0.0,-5.0,1.0,2.0
0.1,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,1.0
0.1,0.0,0.0,0.0,2.0
0.1,0.0,0.0,1.0,0.0
0.1,0.0,0.0,1.0,1.0
0.1,0.0,0.0,1.0,2.0
0.1,0.0,5.0,0.0,0.0
0.1,0.0,5.0,0.0,1.0
0.1,0.0,5.0,0.0,2.0
0.1,0.0,5.0,1.0,0.0
0.1,0.0,5.0,1.0,1.0
0.1,0.0,5.0,1.0,2.0
0.1,0.0,10.0,0.0,0.0
0.1,0.0,10.0,0.0,1.0
0.1,0.0,10.0,0.0,2.0
0.1,0.0,10.0,1.0,0.0
0.1,0.0,10.0,1.0,1.0
0.1,0.0,10.0,1.0,2.0
0.1,0.0,15.0,0.0,0.0
0.1,0.0,15.0,0.0,1.0
0.1,0.0,15.0,0.0,2.0
0.1,0.0,15.0,1.0,0.0
0.1,0.0,15.0,1.0,1.0
0.1,0.0,15.0,1.0,2.0
0.1,0.0,20.0,0.0,0.0
0.1,0.0,20.0,0.0,1.0
0.1,0.0,20.0,0.0,2.0
0.1,0.0,20.0,1.0,0.0
0.1,0.0,20.0,1.0,1.0
0.1,0.0,20.0,1.0,2.0
0.1,0.1,-10.0,0.0,0.0
0.1,0.1,-10.0,0.0,1.0
0.1,0.1,-10.0,0.0,2.0
0.1,0.1,-10.0,1.0,0.0
0.1,0.1,-10.0,1.0,1.0
0.1,0.1,-10.0,1.0,2.0
0.1,0.1,-5.0,0.0,0.0
0.1,0.1,-5.0,0.0,1.0
0.1,0.1,-5.0,0.0,2.0
0.1,0.1,-5.0,1.0,0.0
0.1,0.1,-5.0,1.0,1.0
0.1,0.1,-5.0,1.0,2.0
0.1,0.1,0.0,0.0,0.0
0.1,0.1,0.0,0.0,1.0
0.1,0.1,0.0,0.0,2.0
0.1,0.1,0.0,1.0,0.0
0.1,0.1,0.0,1.0,1.0
0.1,0.1,0.0,1.0,2.0
0.1,0.1,5.0,0.0,0.0
0.1,0.1,5.0,0.0,1.0
0.1,0.1,5.0,0.0,2.0
0.1,0.1,5.0,1.0,0.0
0.1,0.1,5.0,1.0,1.0
0.1,0.1,5.0,1.0,2.0
0.1,0.1,10.0,0.0,0.0
0.1,0.1,10.0,0.0,1.0
0.1,0.1,10.0,0.0,2.0
0.1,0.1,10.0,1.0,0.0
0.1,0.1,10.0,1.0,1.0
0.1,0.1,10.0,1.0,2.0
0.1,0.1,15.0,0.0,0.0
0.1,0.1,15.0,0.0,1.0
0.1,0.1,15.0,0.0,2.0
0.1,0.1,15.0,1.0,0.0
0.1,0.1,15.0,1.0,1.0
0.1,0.1,15.0,1.0,2.0
0.1,0.1,20.0,0.0,0.0
0.1,0.1,20.0,0.0,1.0
0.1,0.1,20.0,0.0,2.0
0.1,0.1,20.0,1.0,0.0
0.1,0.1,20.0,1.0,1.0
0.1,0.1,20.0,1.0,2.0
0.1,0.2,-10.0,0.0,0.0
0.1,0.2,-10.0,0.0,1.0
0.1,0.2,-10.0,0.0,2.0
0.1,0.2,-10.0,1.0,0.0
0.1,0.2,-10.0,1.0,1.0
0.1,0.2,-10.0,1.0,2.0
0.1,0.2,-5.0,0.0,0.0
0.1,0.2,-5.0,0.0,1.0
0.1,0.2,-5.0,0.0,2.0
0.1,0.2,-5.0,1.0,0.0
0.1,0.2,-5.0,1.0,1.0
0.1,0.2,-5.0,1.0,2.0
0.1,0.2,0.0,0.0,0.0
0.1,0.2,0.0,0.0,1.0
0.1,0.2,0.0,0.0,2.0
0.1,0.2,0.0,1.0,0.0
0.1,0.2,0.0,1.0,1.0
0.1,0.2,0.0,1.0,2.0
0.1,0.2,5.0,0.0,0.0
0.1,0.2,5.0,0.0,1.0
0.1,0.2,5.0,0.0,2.0
0.1,0.2,5.0,1.0,0.0
0.1,0.2,5.0,1.0,1.0
0.1,0.2,5.0,1.0,2.0
0.1,0.2,10.0,0.0,0.0
0.1,0.2,10.0,0.0,1.0
0.1,0.2,10.0,0.0,2.0
0.1,0.2,10.0,1.0,0.0
0.1,0.2,10.0,1.0,1.0
0.1,0.2,10.0,1.0,2.0
0.1,0.2,15.0,0.0,0.0
0.1,0.2,15.0,0.0,1.0
0.1,0.2,15.0,0.0,2.0
0.1,0.2,15.0,1.0,0.0
0.1,0.2,15.0,1.0,1.0
0.1,0.2,15.0,1.0,2.0
0.1,0.2,20.0,0.0,0.0
0.1,0.2,20.0,0.0,1.0
0.1,0.2,20.0,0.0,2.0
0.1,0.2,20.0,1.0,0.0
0.1,0.2,20.0,1.0,1.0
0.1,0.2,20.0,1.0,2.0
0.1,0.3,-10.0,0.0,0.0
0.1,0.3,-10.0,0.0,1.0
0.1,0.3,-10.0,0.0,2.0
0.1,0.3,-10.0,1.0,0.0
0.1,0.3,-10.0,1.0,1.0
0.1,0.3,-10.0,1.0,2.0
0.1,0.3,-5.0,0.0,0.0
0.1,0.3,-5.0,0.0,1.0
0.1,0.3,-5.0,0.0,2.0
0.1,0.3,-5.0,1.0,0.0
0.1,0.3,-5.0,1.0,1.0
0.1,0.3,-5.0,1.0,2.0
0.1,0.3,0.0,0.0,0.0
0.1,0.3,0.0,0.0,1.0
0.1,0.3,0.0,0.0,2.0
0.1,0.3,0.0,1.0,0.0
0.1,0.3,0.0,1.0,1.0
0.1,0.3,0.0,1.0,2.0
0.1,0.3,5.0,0.0,0.0
0.1,0.3,5.0,0.0,1.0
0.1,0.3,5.0,0.0,2.0
0.1,0.3,5.0,1.0,0.0
0.1,0.3,5.0,1.0,1.0
0.1,0.3,5.0,1.0,2.0
0.1,0.3,10.0,0.0,0.0
0.1,0.3,10.0,0.0,1.0
0.1,0.3,10.0,0.0,2.0
0.1,0.3,10.0,1.0,0.0
0.1,0.3,10.0,1.0,1.0
0.1,0.3,10.0,1.0,2.0
0.1,0.3,15.0,0.0,0.0
0.1,0.3,15.0,0.0,1.0
0.1,0.3,15.0,0.0,2.0
0.1,0.3,15.0,1.0,0.0
0.1,0.3,15.0,1.0,1.0
0.1,0.3,15.0,1.0,2.0
0.1,0.3,20.0,0.0,0.0
0.1,0.3,20.0,0.0,1.0
0.1,0.3,20.0,0.0,2.0
0.1,0.3,20.0,1.0,0.0
0.1,0.3,20.0,1.0,1.0
0.1,0.3,20.0,1.0,2.0
0.2,0.0,-10.0,0.0,0.0
0.2,0.0,-10.0,0.0,1.0
0.2,0.0,-10.0,0.0,2.0
0.2,0.0,-10.0,1.0,0.0
0.2,0.0,-10.0,1.0,1.0
0.2,0.0,-10.0,1.0,2.0
0.2,0.0,-5.0,0.0,0.0
0.2,0.0,-5.0,0.0,1.0
0.2,0.0,-5.0,0.0,2.0
0.2,0.0,-5.0,1.0,0.0
0.2,0.0,-5.0,1.0,1.0
0.2,0.0,-5.0,1.0,2.0
0.2,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,1.0
0.2,0.0,0.0,0.0,2.0
0.2,0.0,0.0,1.0,0.0
0.2,0.0,0.0,1.0,1.0
0.2,0.0,0.0,1.0,2.0
0.2,0.0,5.0,0.0,0.0
0.2,0.0,5.0,0.0,1.0
0.2,0.0,5.0,0.0,2.0
0.2,0.0,5.0,1.0,0.0
0.2,0.0,5.0,1.0,1.0
0.2,0.0,5.0,1.0,2.0
0.2,0.0,10.0,0.0,0.0
0.2,0.0,10.0,0.0,1.0
0.2,0.0,10.0,0.0,2.0
0.2,0.0,10.0,1.0,0.0
0.2,0.0,10.0,1.0,1.0
0.2,0.0,10.0,1.0,2.0
0.2,0.0,15.0,0.0,0.0
0.2,0.0,15.0,0.0,1.0
0.2,0.0,15.0,0.0,2.0
0.2,0.0,15.0,1.0,0.0
0.2,0.0,15.0,1.0,1.0
0.2,0.0,15.0,1.0,2.0
0.2,0.0,20.0,0.0,0.0
0.2,0.0,20.0,0.0,1.0
0.2,0.0,20.0,0.0,2.0
0.2,0.0,20.0,1.0,0.0
0.2,0.0,20.0,1.0,1.0
0.2,0.0,20.0,1.0,2.0
0.2,0.1,-10.0,0.0,0.0
0.2,0.1,-10.0,0.0,1.0
0.2,0.1,-10.0,0.0,2.0
0.2,0.1,-10.0,1.0,0.0
0.2,0.1,-10.0,1.0,1.0
0.2,0.1,-10.0,1.0,2.0
0.2,0.1,-5.0,0.0,0.0
0.2,0.1,-5.0,0.0,1.0
0.2,0.1,-5.0,0.0,2.0
0.2,0.1,-5.0,1.0,0.0
0.2,0.1,-5.0,1.0,1.0
0.2,0.1,-5.0,1.0,2.0
0.2,0.1,0.0,0.0,0.0
0.2,0.1,0.0,0.0,1.0
0.2,0.1,0.0,0.0,2.0
0.2,0.1,0.0,1.0,0.0
0.2,0.1,0.0,1.0,1.0
0.2,0.1,0.0,1.0,2.0
0.2,0.1,5.0,0.0,0.0
0.2,0.1,5.0,0.0,1.0
0.2,0.1,5.0,0.0,2.0
0.2,0.1,5.0,1.0,0.0
0.2,0.1,5.0,1.0,1.0
0.2,0.1,5.0,1.0,2.0
0.2,0.1,10.0,0.0,0.0
0.2,0.1,10.0,0.0,1.0
0.2,0.1,10.0,0.0,2.0
0.2,0.1,10.0,1.0,0.0
0.2,0.1,10.0,1.0,1.0
0.2,0.1,10.0,1.0,2.0
0.2,0.1,15.0,0.0,0.0
0.2,0.1,15.0,0.0,1.0
0.2,0.1,15.0,0.0,2.0
0.2,0.1,15.0,1.0,0.0
0.2,0.1,15.0,1.0,1.0
0.2,0.1,15.0,1.0,2.0
0.2,0.1,20.0,0.0,0.0
0.2,0.1,20.0,0.0,1.0
0.2,0.1,20.0,0.0,2.0
0.2,0.1,20.0,1.0,0.0
0.2,0.1,20.0,1.0,1.0
0.2,0.1,20.0,1.0,2.0
0.2,0.2,-10.0,0.0,0.0
0.2,0.2,-10.0,0.0,1.0
0.2,0.2,-10.0,0.0,2.0
0.2,0.2,-10.0,1.0,0.0
0.2,0.2,-10.0,1.0,1.0
0.2,0.2,-10.0,1.0,2.0
0.2,0.2,-5.0,0.0,0.0
0.2,0.2,-5.0,0.0,1.0
0.2,0.2,-5.0,0.0,2.0
0.2,0.2,-5.0,1.0,0.0
0.2,0.2,-5.0,1.0,1.0
0.2,0.2,-5.0,1.0,2.0
0.2,0.2,0.0,0.0,0.0
0.2,0.2,0.0,0.0,1.0
0.2,0.2,0.0,0.0,2.0
0.2,0.2,0.0,1.0,0.0
0.2,0.2,0.0,1.0,1.0
0.2,0.2,0.0,1.0,2.0
0.2,0.2,5.0,0.0,0.0
0.2,0.2,5.0,0.0,1.0
0.2,0.2,5.0,0.0,2.0
0.2,0.2,5.0,1.0,0.0
0.2,0.2,5.0,1.0,1.0
0.2,0.2,5.0,1.0,2.0
0.2,0.2,10.0,0.0,0.0
0.2,0.2,10.0,0.0,1.0
0.2,0.2,10.0,0.0,2.0
0.2,0.2,10.0,1.0,0.0
0.2,0.2,10.0,1.0,1.0
0.2,0.2,10.0,1.0,2.0
0.2,0.2,15.0,0.0,0.0
0.2,0.2,15.0,0.0,1.0
0.2,0.2,15.0,0.0,2.0
0.2,0.2,15.0,1.0,0.0
0.2,0.2,15.0,1.0,1.0
0.2,0.2,15.0,1.0,2.0
0.2,0.2,20.0,0.0,0.0
0.2,0.2,20.0,0.0,1.0
0.2,0.2,20.0,0.0,2.0
0.2,0.2,20.0,1.0,0.0
0.2,0.2,20.0,1.0,1.0
0.2,0.2,20.0,1.0,2.0
0.2,0.3,-10.0,0.0,0.0
0.2,0.3,-10.0,0.0,1.0
0.2,0.3,-10.0,0.0,2.0
0.2,0.3,-10.0,1.0,0.0
0.2,0.3,-10.0,1.0,1.0
0.2,0.3,-10.0,1.0,2.0
0.2,0.3,-5.0,0.0,0.0
0.2,0.3,-5.0,0.0,1.0
0.2,0.3,-5.0,0.0,2.0
0.2,0.3,-5.0,1.0,0.0
0.2,0.3,-5.0,1.0,1.0
0.2,0.3,-5.0,1.0,2.0
0.2,0.3,0.0,0.0,0.0
0.2,0.3,0.0,0.0,1.0
0.2,0.3,0.0,0.0,2.0
0.2,0.3,0.0,1.0,0.0
0.2,0.3,0.0,1.0,1.0
0.2,0.3,0.0,1.0,2.0
0.2,0.3,5.0,0.0,0.0
0.2,0.3,5.0,0.0,1.0
0.2,0.3,5.0,0.0,2.0
0.2,0.3,5.0,1.0,0.0
0.2,0.3,5.0,1.0,1.0
0.2,0.3,5.0,1.0,2.0
0.2,0.3,10.0,0.0,0.0
0.2,0.3,10.0,0.0,1.0
0.2,0.3,10.0,0.0,2.0
0.2,0.3,10.0,1.0,0.0
0.2,0.3,10.0,1.0,1.0
0.2,0.3,10.0,1.0,2.0
0.2,0.3,15.0,0.0,0.0
0.2,0.3,15.0,0.0,1.0
0.2,0.3,15.0,0.0,2.0
0.2,0.3,15.0,1.0,0.0
0.2,0.3,15.0,1.0,1.0
0.2,0.3,15.0,1.0,2.0
0.2,0.3,20.0,0.0,0.0
0.2,0.3,20.0,0.0,1.0
0.2,0.3,20.0,0.0,2.0
0.2,0.3,20.0,1.0,0.0
0.2,0.3,20.0,1.0,1.0
0.2,0.3,20.0,1.0,2.0
0.3,0.0,-10.0,0.0,0.0
0.3,0.0,-10.0,0.0,1.0
0.3,0.0,-10.0,0.0,2.0
0.3,0.0,-10.0,1.0,0.0
0.3,0.0,-10.0,1.0,1.0
0.3,0.0,-10.0,1.0,2.0
0.3,0.0,-5.0,0.0,0.0
0.3,0.0,-5.0,0.0,1.0
0.3,0.0,-5.0,0.0,2.0
0.3,0.0,-5.0,1.0,0.0
0.3,0.0,-5.0,1.0,1.0
0.3,0.0,-5.0,1.0,2.0
0.3,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,1.0
0.3,0.0,0.0,0.0,2.0
0.3,0.0,0.0,1.0,0.0
0.3,0.0,0.0,1.0,1.0
0.3,0.0,0.0,1.0,2.0
0.3,0.0,5.0,0.0,0.0
0.3,0.0,5.0,0.0,1.0
0.3,0.0,5.0,0.0,2.0
0.3,0.0,5.0,1.0,0.0
0.3,0.0,5.0,1.0,1.0
0.3,0.0,5.0,1.0,2.0
0.3,0.0,10.0,0.0,0.0
0.3,0.0,10.0,0.0,1.0
0.3,0.0,10.0,0.0,2.0
0.3,0.0,10.0,1.0,0.0
0.3,0.0,10.0,1.0,1.0
0.3,0.0,10.0,1.0,2.0
0.3,0.0,15.0,0.0,0.0
0.3,0.0,15.0,0.0,1.0
0.3,0.0,15.0,0.0,2.0
0.3,0.0,15.0,1.0,0.0
0.3,0.0,15.0,1.0,1.0
0.3,0.0,15.0,1.0,2.0
0.3,0.0,20.0,0.0,0.0
0.3,0.0,20.0,0.0,1.0
0.3,0.0,20.0,0.0,2.0
0.3,0.0,20.0,1.0,0.0
0.3,0.0,20.0,1.0,1.0
0.3,0.0,20.0,1.0,2.0
0.3,0.1,-10.0,0.0,0.0
0.3,0.1,-10.0,0.0,1.0
0.3,0.1,-10.0,0.0,2.0
0.3,0.1,-10.0,1.0,0.0
0.3,0.1,-10.0,1.0,1.0
0.3,0.1,-10.0,1.0,2.0
0.3,0.1,-5.0,0.0,0.0
0.3,0.1,-5.0,0.0,1.0
0.3,0.1,-5.0,0.0,2.0
0.3,0.1,-5.0,1.0,0.0
0.3,0.1,-5.0,1.0,1.0
0.3,0.1,-5.0,1.0,2.0
0.3,0.1,0.0,0.0,0.0
0.3,0.1,0.0,0.0,1.0
0.3,0.1,0.0,0.0,2.0
0.3,0.1,0.0,1.0,0.0
0.3,0.1,0.0,1.0,1.0
0.3,0.1,0.0,1.0,2.0
0.3,0.1,5.0,0.0,0.0
0.3,0.1,5.0,0.0,1.0
0.3,0.1,5.0,0.0,2.0
0.3,0.1,5.0,1.0,0.0
0.3,0.1,5.0,1.0,1.0
0.3,0.1,5.0,1.0,2.0
0.3,0.1,10.0,0.0,0.0
0.3,0.1,10.0,0.0,1.0
0.3,0.1,10.0,0.0,2.0
0.3,0.1,10.0,1.0,0.0
0.3,0.1,10.0,1.0,1.0
0.3,0.1,10.0,1.0,2.0
0.3,0.1,15.0,0.0,0.0
0.3,0.1,15.0,0.0,1.0
0.3,0.1,15.0,0.0,2.0
0.3,0.1,15.0,1.0,0.0
0.3,0.1,15.0,1.0,1.0
0.3,0.1,15.0,1.0,2.0
0.3,0.1,20.0,0.0,0.0
0.3,0.1,20.0,0.0,1.0
0.3,0.1,20.0,0.0,2.0
0.3,0.1,20.0,1.0,0.0
0.3,0.1,20.0,1.0,1.0
0.3,0.1,20.0,1.0,2.0
0.3,0.2,-10.0,0.0,0.0
0.3,0.2,-10.0,0.0,1.0
0.3,0.2,-10.0,0.0,2.0
0.3,0.2,-10.0,1.0,0.0
0.3,0.2,-10.0,1.0,1.0
0.3,0.2,-10.0,1.0,2.0
0.3,0.2,-5.0,0.0,0.0
0.3,0.2,-5.0,0.0,1.0
0.3,0.2,-5.0,0.0,2.0
0.3,0.2,-5.0,1.0,0.0
0.3,0.2,-5.0,1.0,1.0
0.3,0.2,-5.0,1.0,2.0
0.3,0.2,0.0,0.0,0.0
0.3,0.2,0.0,0.0,1.0
0.3,0.2,0.0,0.0,2.0
0.3,0.2,0.0,1.0,0.0
0.3,0.2,0.0,1.0,1.0
0.3,0.2,0.0,1.0,2.0
0.3,0.2,5.0,0.0,0.0
0.3,0.2,5.0,0.0,1.0
0.3,0.2,5.0,0.0,2.0
0.3,0.2,5.0,1.0,0.0
0.3,0.2,5.0,1.0,1.0
0.3,0.2,5.0,1.0,2.0
0.3,0.2,10.0,0.0,0.0
0.3,0.2,10.0,0.0,1.0
0.3,0.2,10.0,0.0,2.0
0.3,0.2,10.0,1.0,0.0
0.3,0.2,10.0,1.0,1.0
0.3,0.2,10.0,1.0,2.0
0.3,0.2,15.0,0.0,0.0
0.3,0.2,15.0,0.0,1.0
0.3,0.2,15.0,0.0,2.0
0.3,0.2,15.0,1.0,0.0
0.3,0.2,15.0,1.0,1.0
0.3,0.2,15.0,1.0,2.0
0.3,0.2,20.0,0.0,0.0
0.3,0.2,20.0,0.0,1.0
0.3,0.2,20.0,0.0,2.0
0.3,0.2,20.0,1.0,0.0
0.3,0.2,20.0,1.0,1.0
0.3,0.2,20.0,1.0,2.0
0.3,0.3,-10.0,0.0,0.0
0.3,0.3,-10.0,0.0,1.0
0.3,0.3,-10.0,0.0,2.0
0.3,0.3,-10.0,1.0,0.0
0.3,0.3,-10.0,1.0,1.0
0.3,0.3,-10.0,1.0,2.0
0.3,0.3,-5.0,0.0,0.0
0.3,0.3,-5.0,0.0,1.0
0.3,0.3,-5.0,0.0,2.0
0.3,0.3,-5.0,1.0,0.0
0.3,0.3,-5.0,1.0,1.0
0.3,0.3,-5.0,1.0,2.0
0.3,0.3,0.0,0.0,0.0
0.3,0.3,0.0,0.0,1.0
0.3,0.3,0.0,0.0,2.0
0.3,0.3,0.0,1.0,0.0
0.3,0.3,0.0,1.0,1.0
0.3,0.3,0.0,1.0,2.0
0.3,0.3,5.0,0.0,0.0
0.3,0.3,5.0,0.0,1.0
0.3,0.3,5.0,0.0,2.0
0.3,0.3,5.0,1.0,0.0
0.3,0.3,5.0,1.0,1.0
0.3,0.3,5.0,1.0,2.0
0.3,0.3,10.0,0.0,0.0
0.3,0.3,10.0,0.0,1.0
0.3,0.3,10.0,0.0,2.0
0.3,0.3,10.0,1.0,0.0
0.3,0.3,10.0,1.0,1.0
0.3,0.3,10.0,1.0,2.0
0.3,0.3,15.0,0.0,0.0
0.3,0.3,15.0,0.0,1.0
0.3,0.3,15.0,0.0,2.0
0.3,0.3,15.0,1.0,0.0
0.3,0.3,15.0,1.0,1.0
0.3,0.3,15.0,1.0,2.0
0.3,0.3,20.0,0.0,0.0
0.3,0.3,20.0,0.0,1.0
0.3,0.3,20.0,0.0,2.0
0.3,0.3,20.0,1.0,0.0
0.3,0.3,20.0,1.0,1.0
0.3,0.3,20.0,1.0,2.0
